14 0,00009100
14 0,00010200
14 0,00008800
14 0,00010900
14 0,00014400
14 0,00013600
14 0,00012000
14 0,00015000
14 0,00018900
14 0,00009200
14 0,00008100
13 0,00009300
13 0,00008500
13 0,00009300
13 0,00012700
13 0,00010800
13 0,00015000
13 0,00013600
13 0,00012600
13 0,00013300
13 0,00217300
13 0,00008400
13 0,00010100
13 0,00009000
13 0,00008600
13 0,00010800
12 0,00013600
12 0,00014300
12 0,00013400
12 0,00015600
12 0,00028200
12 0,00009700
12 0,00011100
12 0,00010100
12 0,00009000
12 0,00006700
12 0,00009700
12 0,00015400
12 0,00027800
12 0,00024100
12 0,00010100
11 0,00009100
11 0,00009400
11 0,00009400
11 0,00009400
11 0,00011200
11 0,00011700
11 0,00013100
11 0,00012800
11 0,00011400
11 0,00015100
11 0,00016000
11 0,00008300
11 0,00007700
11 0,00011000
11 0,00009200
10 0,00009100
10 0,00010200
10 0,00010600
10 0,00013000
10 0,00013100
10 0,00014900
10 0,00024300
10 0,00019500
10 0,00008100
10 0,00009300
10 0,00008800
10 0,00011300
10 0,00009300
10 0,00008800
10 0,00015100
9 0,00014500
9 0,00014200
9 0,00013600
9 0,00015300
9 0,00009600
9 0,00010200
9 0,00009300
9 0,00008800
9 0,00011600
9 0,00011100
9 0,00014600
9 0,00015200
9 0,00016000
9 0,00019000
9 0,00008600
8 0,00007400
8 0,00008200
8 0,00008600
8 0,00011100
8 0,00014100
8 0,00014200
8 0,00013000
8 0,00016100
8 0,00010100
8 0,00008300
8 0,00008400
8 0,00009300
8 0,00009500
8 0,00009500
8 0,00010100
7 0,00010000
7 0,00011000
7 0,00013800
7 0,00014900
7 0,00017200
7 0,00007800
7 0,00008700
7 0,00008300
7 0,00008800
7 0,00007900
7 0,00009900
7 0,00010100
7 0,00014200
7 0,00011000
7 0,00008500
6 0,00010700
6 0,00016900
6 0,00007100
6 0,00009000
6 0,00010800
6 0,00012900
6 0,00011700
6 0,00012100
6 0,00014200
6 0,00008300
6 0,00010700
6 0,00008800
6 0,00008500
6 0,00006200
6 0,00008800
5 0,00007600
5 0,00007700
5 0,00009000
5 0,00013600
5 0,00013500
5 0,00011300
5 0,00010100
5 0,00009500
5 0,00009500
5 0,00008500
5 0,00008600
5 0,00013100
5 0,00020400
5 0,00015300
5 0,00025600
4 0,00010900
4 0,00020500
4 0,00008700
4 0,00008900
4 0,00007400
4 0,00008600
4 0,00009300
4 0,00010800
4 0,00012500
4 0,00014400
4 0,00014900
4 0,00017700
4 0,00013800
4 0,00009500
4 0,00009200
3 0,00009000
3 0,00011000
3 0,00013700
3 0,00013900
3 0,00011000
3 0,00008800
3 0,00009000
3 0,00008500
3 0,00009200
3 0,00009300
3 0,00011500
3 0,00010100
3 0,00012100
3 0,00011800
3 0,00014900
2 0,00015700
2 0,00012300
2 0,00014900
2 0,00011500
2 0,00009100
2 0,00006400
2 0,00007000
2 0,00008300
2 0,00009500
2 0,00013000
2 0,00011300
2 0,00011700
2 0,00012900
2 0,00016900
2 0,00009600
1 0,00009800
1 0,00014700
1 0,00009300
1 0,00007900
1 0,00007900
1 0,00009600
1 0,00012100
1 0,00014100
1 0,00014800
1 0,00012600
1 0,00011000
1 0,00012600
1 0,00009200
1 0,00009700
1 0,00010100
0 0,00009200
0 0,00008600
0 0,00010600
0 0,00013100
0 0,00013800
0 0,00013500
0 0,00010500
0 0,00011100
0 0,00008100
0 0,00007900
0 0,00007700
0 0,00008800
0 0,00009200
0 0,00008700
0 0,00011400
36 0,00012800
36 0,00015400
36 0,00014500
36 0,00016700
36 0,00009100
36 0,00008700
36 0,00008300
36 0,00009100
36 0,00009900
36 0,00011000
36 0,00015200
36 0,00012300
36 0,00011200
36 0,00008800
36 0,00008800
35 0,00010800
35 0,00013500
35 0,00013900
35 0,00010300
35 0,00010300
35 0,00008700
35 0,00011400
35 0,00011700
35 0,00009100
35 0,00010400
35 0,00010200
35 0,00009300
35 0,00014400
35 0,00023900
35 0,00018500
34 0,00018100
34 0,00019300
34 0,00023100
34 0,00008800
34 0,00009000
34 0,00009000
34 0,00010300
34 0,00009600
34 0,00012500
34 0,00021700
34 0,00008200
34 0,00010900
34 0,00010600
34 0,00012100
34 0,00011800
33 0,00024000
33 0,00011300
33 0,00011500
33 0,00014700
33 0,00021400
33 0,00010300
33 0,00010000
33 0,00009200
33 0,00011700
33 0,00010000
33 0,00010400
33 0,00014600
33 0,00030500
33 0,00021800
33 0,00018200
32 0,00021500
32 0,00011800
32 0,00021200
32 0,00019500
32 0,00010300
32 0,00013100
32 0,00012100
32 0,00012200
32 0,00013300
32 0,00013400
32 0,00011400
32 0,00008100
32 0,00009600
32 0,00013500
32 0,00025600
31 0,00018400
31 0,00013100
31 0,00026700
31 0,00033000
31 0,00020100
31 0,00010500
31 0,00016200
31 0,00025200
31 0,00011700
31 0,00022800
31 0,00025300
31 0,00020000
31 0,00014200
31 0,00012700
31 0,00014400
30 0,00015700
30 0,00023800
30 0,00022500
30 0,00010800
30 0,00012000
30 0,00010600
30 0,00012100
30 0,00016300
30 0,00011800
30 0,00016000
30 0,00025100
30 0,00012300
30 0,00010900
30 0,00010100
30 0,00013400
29 0,00018700
29 0,00014000
29 0,00029300
29 0,00032300
29 0,00021800
29 0,00013900
29 0,00011500
29 0,00017600
29 0,00024900
29 0,00012500
29 0,00012000
29 0,00013300
29 0,00019600
29 0,00013200
29 0,00021400
28 0,00012400
28 0,00014100
28 0,00013800
28 0,00023300
28 0,00022800
28 0,00019900
28 0,00012200
28 0,00017500
28 0,00013500
28 0,00009600
28 0,00012100
28 0,00021300
28 0,00020100
28 0,00013700
28 0,00015600
27 0,00011800
27 0,00013200
27 0,00014700
27 0,00014200
27 0,00009600
27 0,00011600
27 0,00017700
27 0,00012000
27 0,00016300
27 0,00027500
27 0,00027100
27 0,00010800
27 0,00012200
27 0,00009600
27 0,00009800
26 0,00010900
26 0,00015100
26 0,00030400
26 0,00010900
26 0,00017600
26 0,00022400
26 0,00011700
26 0,00012100
26 0,00007300
26 0,00008800
26 0,00009100
26 0,00014000
26 0,00017600
26 0,00009500
26 0,00009200
25 0,00009000
25 0,00010300
25 0,00015400
25 0,00022900
25 0,00011900
25 0,00009700
25 0,00009000
25 0,00009100
25 0,00010600
25 0,00014300
25 0,00019500
25 0,00016800
25 0,00008500
25 0,00011500
25 0,00018200
24 0,00014000
24 0,00009900
24 0,00013600
24 0,00005900
24 0,00007900
24 0,00013900
24 0,00024500
24 0,00011400
24 0,00015100
24 0,00009700
24 0,00007900
24 0,00009200
24 0,00009600
24 0,00010300
24 0,00013600
23 0,00019700
23 0,00219900
23 0,00022700
23 0,00018600
23 0,00010200
23 0,00021400
23 0,00026600
23 0,00019500
23 0,00010400
23 0,00008900
23 0,00012000
23 0,00020100
23 0,00024700
23 0,00009300
23 0,00010200
22 0,00008500
22 0,00010500
22 0,00018100
22 0,00026200
22 0,00011200
22 0,00008400
22 0,00007200
22 0,00007800
22 0,00008700
22 0,00011700
22 0,00014700
22 0,00013700
22 0,00013600
22 0,00013100
22 0,00009800
21 0,00009000
21 0,00009000
21 0,00008000
21 0,00010000
21 0,00011600
21 0,00013800
21 0,00012600
21 0,00015700
21 0,00014100
21 0,00009900
21 0,00008400
21 0,00010300
21 0,00013300
21 0,00016100
21 0,00018100
20 0,00014900
20 0,00009900
20 0,00009300
20 0,00007900
20 0,00007000
20 0,00006600
20 0,00008500
20 0,00012900
20 0,00013900
20 0,00013000
20 0,00012700
20 0,00012600
20 0,00008000
20 0,00011200
20 0,00018100
19 0,00007200
19 0,00007700
19 0,00011600
19 0,00010900
19 0,00012400
19 0,00010200
19 0,00010000
19 0,00009800
19 0,00008800
19 0,00009600
19 0,00009500
19 0,00011300
19 0,00014000
19 0,00017300
19 0,00015400
18 0,00014800
18 0,00024700
18 0,00021700
18 0,00009500
18 0,00008800
18 0,00009500
18 0,00009600
18 0,00011100
18 0,00011000
18 0,00014100
18 0,00013800
18 0,00016900
18 0,00024400
18 0,00020700
18 0,00009500
17 0,00009400
17 0,00008700
17 0,00009300
17 0,00010100
17 0,00015900
17 0,00011400
17 0,00009000
17 0,00011800
17 0,00007600
17 0,00009300
17 0,00008300
17 0,00009800
17 0,00009600
17 0,00011000
17 0,00011000
16 0,00012100
16 0,00016500
16 0,00025600
16 0,00014800
16 0,00008400
16 0,00005900
16 0,00007300
16 0,00008900
16 0,00011000
16 0,00013000
16 0,00012900
16 0,00013300
16 0,00015600
16 0,00012800
16 0,00010800
15 0,00009400
15 0,00010700
15 0,00010000
15 0,00010200
15 0,00010000
15 0,00009800
15 0,00010900
15 0,00015400
15 0,00015200
15 0,00012700
15 0,00011300
15 0,00008600
15 0,00010100
15 0,00009000
15 0,00008800
14 0,00015600
14 0,00013400
14 0,00014000
14 0,00014300
14 0,00011900
14 0,00009400
14 0,00009000
14 0,00008600
14 0,00007700
14 0,00009100
14 0,00011200
14 0,00014100
14 0,00013300
14 0,00012000
14 0,00017400
13 0,00007300
13 0,00006500
13 0,00006600
13 0,00006600
13 0,00009300
13 0,00010000
13 0,00011100
13 0,00012600
13 0,00013000
13 0,00014000
13 0,00011300
13 0,00016400
13 0,00007800
13 0,00008600
13 0,00010200
12 0,00009200
12 0,00009500
12 0,00011900
12 0,00012500
12 0,00013500
12 0,00010800
12 0,00007100
12 0,00008400
12 0,00009000
12 0,00006300
12 0,00007500
12 0,00007800
12 0,00010600
12 0,00011200
12 0,00012300
11 0,00015800
11 0,00017800
11 0,00028100
11 0,00007100
11 0,00009800
11 0,00009500
11 0,00008100
11 0,00008900
11 0,00009500
11 0,00009900
11 0,00016900
11 0,00024500
11 0,00018900
11 0,00008400
11 0,00009600
10 0,00009900
10 0,00009200
10 0,00009400
10 0,00012400
10 0,00014400
10 0,00014900
10 0,00013900
10 0,00010900
10 0,00008400
10 0,00009000
10 0,00010200
10 0,00010200
10 0,00010100
10 0,00011600
10 0,00010100
9 0,00010700
9 0,00015700
9 0,00013900
9 0,00015800
9 0,00011100
9 0,00010600
9 0,00011100
9 0,00009400
9 0,00008000
9 0,00008100
9 0,00009500
9 0,00011000
9 0,00013300
9 0,00013900
9 0,00012800
8 0,00012300
8 0,00015100
8 0,00007800
8 0,00010800
8 0,00009500
8 0,00007900
8 0,00009700
8 0,00011000
8 0,00014700
8 0,00029600
8 0,00027100
8 0,00026300
8 0,00018400
8 0,00010000
8 0,00008600
7 0,00009700
7 0,00011900
7 0,00017700
7 0,00011200
7 0,00011300
7 0,00009100
7 0,00008300
7 0,00008200
7 0,00009100
7 0,00010000
7 0,00009900
7 0,00012000
7 0,00013900
7 0,00014800
7 0,00011000
6 0,00013000
6 0,00008800
6 0,00009300
6 0,00009100
6 0,00010000
6 0,00008500
6 0,00012100
6 0,00014300
6 0,00013100
6 0,00012800
6 0,00010600
6 0,00007900
6 0,00008300
6 0,00010500
6 0,00009300
5 0,00008200
5 0,00008800
5 0,00009600
5 0,00011100
5 0,00015500
5 0,00014000
5 0,00014400
5 0,00010500
5 0,00008700
5 0,00008300
5 0,00008800
5 0,00010300
5 0,00009700
5 0,00010600
5 0,00009900
4 0,00012700
4 0,00013800
4 0,00014500
4 0,00014100
4 0,00009900
4 0,00008300
4 0,00012300
4 0,00008900
4 0,00009300
4 0,00011200
4 0,00024800
4 0,00014000
4 0,00012800
4 0,00013200
4 0,00015900
3 0,00007400
3 0,00009700
3 0,00009800
3 0,00009200
3 0,00009400
3 0,00010400
3 0,00010600
3 0,00009600
3 0,00014200
3 0,00011300
3 0,00009200
3 0,00007100
3 0,00009800
3 0,00011200
3 0,00011400
2 0,00013200
2 0,00013300
2 0,00014000
2 0,00016800
2 0,00016200
2 0,00010200
2 0,00010900
2 0,00010000
2 0,00008800
2 0,00008500
2 0,00009400
2 0,00010000
2 0,00015400
2 0,00012100
2 0,00012800
1 0,00010900
1 0,00009500
1 0,00007000
1 0,00008900
1 0,00009000
1 0,00009800
1 0,00009900
1 0,00011200
1 0,00015100
1 0,00016700
1 0,00036200
1 0,00024600
1 0,00270300
1 0,00009600
1 0,00008800
0 0,00008200
0 0,00009100
0 0,00010500
0 0,00013400
0 0,00020800
0 0,00012100
0 0,00016800
0 0,00015900
0 0,00206400
0 0,00009400
0 0,00009300
0 0,00008100
0 0,00010100
0 0,00008900
0 0,00018300
49 0,00010900
49 0,00009200
49 0,00012100
49 0,00010000
49 0,00014500
49 0,00033600
49 0,00025600
49 0,00014200
49 0,00013200
49 0,00019300
49 0,00012000
49 0,00019100
49 0,00020700
49 0,00026600
49 0,00017000
48 0,00032500
48 0,00008500
48 0,00013900
48 0,00024900
48 0,00017700
48 0,00026100
48 0,00021700
48 0,00009200
48 0,00014600
48 0,00021500
48 0,00011400
48 0,00025200
48 0,00023700
48 0,00029800
48 0,00028900
47 0,00026200
47 0,00025000
47 0,00027100
47 0,00025500
47 0,00025300
47 0,00025300
47 0,00025400
47 0,00012500
47 0,00013400
47 0,00027000
47 0,00023700
47 0,00014400
47 0,00016600
47 0,00027000
47 0,00024600
46 0,00011100
46 0,00010200
46 0,00014000
46 0,00025400
46 0,00025700
46 0,00025000
46 0,00029300
46 0,00027300
46 0,00026300
46 0,00025300
46 0,00026300
46 0,00026000
46 0,00025700
46 0,00029000
46 0,00031400
45 0,00022600
45 0,00013000
45 0,00026200
45 0,00025600
45 0,00021400
45 0,00014200
45 0,00027000
45 0,00022400
45 0,00013700
45 0,00023100
45 0,00014400
45 0,00021900
45 0,00014700
45 0,00022700
45 0,00016600
44 0,00026300
44 0,00021600
44 0,00014100
44 0,00026600
44 0,00025500
44 0,00022400
44 0,00013100
44 0,00026600
44 0,00022200
44 0,00016100
44 0,00023700
44 0,00016500
44 0,00030400
44 0,00025200
44 0,00027200
43 0,00026700
43 0,00026100
43 0,00026700
43 0,00023400
43 0,00010700
43 0,00013500
43 0,00024700
43 0,00025800
43 0,00026100
43 0,00023500
43 0,00017600
43 0,00025600
43 0,00026300
43 0,00021900
43 0,00017800
42 0,00026300
42 0,00025900
42 0,00028900
42 0,00025000
42 0,00026500
42 0,00023500
42 0,00014300
42 0,00025900
42 0,00022900
42 0,00013800
42 0,00022100
42 0,00013300
42 0,00024000
42 0,00025500
42 0,00029900
41 0,00022200
41 0,00010100
41 0,00011600
41 0,00013500
41 0,00023900
41 0,00014900
41 0,00023100
41 0,00013300
41 0,00026300
41 0,00024800
41 0,00026700
41 0,00023000
41 0,00017600
41 0,00027300
41 0,00023000
40 0,00015900
40 0,00013800
40 0,00025200
40 0,00023100
40 0,00020000
40 0,00025900
40 0,00026600
40 0,00027200
40 0,00027100
40 0,00027000
40 0,00023300
40 0,00012700
40 0,00011700
40 0,00018100
40 0,00022600
39 0,00013800
39 0,00025500
39 0,00028900
39 0,00023800
39 0,00014900
39 0,00011400
39 0,00014800
39 0,00025200
39 0,00021600
39 0,00013900
39 0,00025300
39 0,00025400
39 0,00012300
39 0,00012000
39 0,00029800
38 0,00023400
38 0,00023500
38 0,00025100
38 0,00025000
38 0,00026000
38 0,00025000
38 0,00029000
38 0,00026100
38 0,00011700
38 0,00009800
38 0,00015500
38 0,00021200
38 0,00011300
38 0,00017600
38 0,00030200
37 0,00031000
37 0,00021900
37 0,00013000
37 0,00027900
37 0,00035500
37 0,00022300
37 0,00016000
37 0,00027800
37 0,00026400
37 0,00009900
37 0,00015200
37 0,00015600
37 0,00029600
37 0,00026700
37 0,00021500
36 0,00014000
36 0,00026100
36 0,00017600
36 0,00009000
36 0,00007200
36 0,00012800
36 0,00014700
36 0,00011200
36 0,00018200
36 0,00012600
36 0,00024200
36 0,00028100
36 0,00011900
36 0,00010900
36 0,00025400
35 0,00029500
35 0,00028200
35 0,00020600
35 0,00015200
35 0,00029200
35 0,00022100
35 0,00009400
35 0,00011800
35 0,00017900
35 0,00015300
35 0,00010900
35 0,00014000
35 0,00009700
35 0,00012600
35 0,00019500
34 0,00013500
34 0,00011600
34 0,00025100
34 0,00036800
34 0,00025900
34 0,00014000
34 0,00018200
34 0,00038100
34 0,00026600
34 0,00021300
34 0,00024600
34 0,00013300
34 0,00015000
34 0,00020700
34 0,00018200
33 0,00017100
33 0,00020100
33 0,00011800
33 0,00019600
33 0,00018300
33 0,00016200
33 0,00012800
33 0,00010400
33 0,00014800
33 0,00021900
33 0,00014600
33 0,00025000
33 0,00018600
33 0,00008200
33 0,00011800
32 0,00023500
32 0,00023000
32 0,00011200
32 0,00009000
32 0,00009700
32 0,00012000
32 0,00021300
32 0,00026000
32 0,00023200
32 0,00019400
32 0,00012900
32 0,00027400
32 0,00017000
32 0,00008800
32 0,00013700
31 0,00025300
31 0,00011400
31 0,00008700
31 0,00015800
31 0,00021300
31 0,00023200
31 0,00023100
31 0,00010200
31 0,00011500
31 0,00013000
31 0,00021200
31 0,00025200
31 0,00030400
31 0,00016700
31 0,00019700
30 0,00033200
30 0,00026200
30 0,00010200
30 0,00014500
30 0,00023800
30 0,00014800
30 0,00022200
30 0,00031200
30 0,00024300
30 0,00032900
30 0,00015600
30 0,00033300
30 0,00028000
30 0,00010100
30 0,00007300
29 0,00010700
29 0,00012400
29 0,00015600
29 0,00014500
29 0,00012900
29 0,00011400
29 0,00024300
29 0,00022300
29 0,00029800
29 0,00020200
29 0,00008200
29 0,00008600
29 0,00008600
29 0,00009300
29 0,00012000
28 0,00026300
28 0,00034700
28 0,00025600
28 0,00018200
28 0,00013400
28 0,00021900
28 0,00037200
28 0,00022400
28 0,00009100
28 0,00010500
28 0,00015900
28 0,00024600
28 0,00013800
28 0,00009700
28 0,00009300
27 0,00008100
27 0,00010800
27 0,00019100
27 0,00027300
27 0,00009000
27 0,00008000
27 0,00009500
27 0,00019300
27 0,00019800
27 0,00021100
27 0,00020200
27 0,00014900
27 0,00027800
27 0,00028900
27 0,00024600
26 0,00021900
26 0,00019900
26 0,00018000
26 0,00012300
26 0,00021600
26 0,00015900
26 0,00018200
26 0,00016700
26 0,00009800
26 0,00009300
26 0,00009300
26 0,00011000
26 0,00013100
26 0,00020900
26 0,00013500
25 0,00008000
25 0,00006500
25 0,00007100
25 0,00006700
25 0,00011500
25 0,00014100
25 0,00013500
25 0,00014100
25 0,00011800
25 0,00009600
25 0,00009400
25 0,00008900
25 0,00010200
25 0,00010000
25 0,00013200
24 0,00024100
24 0,00026600
24 0,00018500
24 0,00011100
24 0,00009600
24 0,00008700
24 0,00009400
24 0,00008900
24 0,00011800
24 0,00011900
24 0,00012600
24 0,00016000
24 0,00014100
24 0,00026000
24 0,00020000
23 0,00009900
23 0,00009100
23 0,00008400
23 0,00012500
23 0,00015700
23 0,00014300
23 0,00011400
23 0,00010800
23 0,00009700
